ari	0.8545064377682403
ati	0.9199629886652787
ani	0.778453829634932
ana	0.8597222222222223
evi	0.9846238330587589
sha	0.8351539225422046
ali	0.7721327967806841
iya	0.6399294843543412
ala	0.8680412371134021
esh	0.3796495542576084
ara	0.7777777777777778
ita	0.8870967741935484
nti	0.9158186864014801
ata	0.8819320214669052
een	0.3252005347593583
ika	0.887
shi	0.7795648060548723
ina	0.922543352601156
uli	0.9346793349168646
han	0.28004492699363537
ama	0.7730569948186529
ena	0.9271781534460338
eet	0.4419784400760938
dra	0.18191603875134554
dar	0.3131259884027412
adi	0.8212209302325582
ila	0.8894230769230769
ida	0.9084249084249084
eta	0.887189292543021
ima	0.8945233265720081
oli	0.913232104121475
eee	1.0
ran	0.3830755232029117
eda	0.8966292134831461
aya	0.7292817679558011
eri	0.9178403755868545
ela	0.8778280542986425
dri	0.9047619047619048
tri	0.8666666666666667
ada	0.8086021505376344
ini	0.8407494145199064
dei	1.0
aee	0.7847533632286996
nta	0.47107438016528924
asi	0.7391304347826086
avi	0.803030303030303
jit	0.39325842696629215
mti	0.9691358024691358
ndi	0.7578692493946732
ano	0.9601226993865031
der	0.3036963036963037
pal	0.11446491571932575
isa	0.9267515923566879
uri	0.6567505720823799
ami	0.7258883248730964
man	0.20757465404224326
eer	0.16915720263000597
ema	0.8571428571428571
kha	0.7046070460704607
thi	0.7397660818713451
ula	0.7949526813880127
ira	0.7948717948717948
oon	0.7126436781609196
abi	0.8517241379310345
era	0.6373056994818653
tha	0.6243654822335025
eya	0.6402116402116402
ish	0.26344676180021953
hri	0.8566176470588235
dan	0.3619047619047619
jan	0.34080717488789236
dha	0.6608187134502924
ori	0.7368421052631579
iri	0.5481481481481482
ree	0.8372093023255814
eep	0.3045325779036827
naj	0.8734693877551021
bha	0.7571428571428571
iti	0.8346456692913385
uma	0.8870292887029289
khi	0.7765567765567766
uni	0.7275862068965517
raj	0.16587677725118483
rin	0.7803030303030303
rti	0.7677902621722846
aur	0.7748091603053435
aka	0.7240143369175627
hna	0.6215384615384615
nni	0.7799227799227799
har	0.17976513098464317
sta	0.8828828828828829
nda	0.46318289786223277
tee	0.910377358490566
ash	0.20935412026726058
tra	0.6714285714285714
rat	0.36062378167641324
eem	0.3302752293577982
aro	0.9179487179487179
ant	0.19344262295081968
asa	0.7276595744680852
nee	0.7657657657657657
esa	0.9130434782608695
una	0.8146341463414634
udi	0.8638743455497382
chi	0.7268722466960352
eka	0.868421052631579
oti	0.782608695652174
var	0.13644067796610168
nam	0.6751054852320675
aba	0.8112244897959183
aha	0.8457446808510638
oni	0.7644230769230769
