end	0.7799493304379298
ana	0.7600680657969371
ind	0.5745328118209474
and	0.7762376237623763
har	0.6880650994575045
ade	0.34964322120285424
asi	0.7292882147024504
udd	0.9523809523809523
ham	0.7401960784313726
cha	0.6655629139072847
ash	0.566990291262136
ach	0.8353658536585366
ish	0.5550935550935551
dde	1.0
shv	0.9121863799283154
sha	0.3402203856749311
eer	0.6980568011958147
aka	0.451
han	0.47807486631016044
ras	0.7612456747404844
ave	0.6829652996845426
sin	0.9287257019438445
ara	0.3038243626062323
ama	0.346872461413485
shw	0.8731501057082452
kum	0.9342403628117913
had	0.7755511022044088
rap	0.8603491271820449
anj	0.6280834914611005
nad	0.6958424507658644
ank	0.7531806615776081
ude	0.7810026385224275
ava	0.21045096635647817
has	0.6748166259168704
man	0.4981751824817518
rat	0.6232876712328768
moh	0.9093959731543624
ans	0.553941908713693
nan	0.6666666666666666
ada	0.45569620253164556
adh	0.8208469055374593
she	0.5758293838862559
aro	0.5274725274725275
dat	0.93359375
raj	0.5979643765903307
ram	0.5802469135802469
van	0.38087520259319285
aje	0.6301369863013698
dad	0.9227642276422764
rad	0.6736526946107785
esh	0.5197215777262181
hav	0.7622377622377622
ran	0.5142857142857142
kan	0.533498759305211
kar	0.7881040892193308
ush	0.5440414507772021
hap	0.8015267175572519
ari	0.3561643835616438
sar	0.5561497326203209
hak	0.6666666666666666
akh	0.7357142857142858
ale	0.4218106995884774
ame	0.47641509433962265
ane	0.5612535612535613
dha	0.44269662921348313
rav	0.6445182724252492
asa	0.34767025089605735
shr	0.6411960132890365
aba	0.24743589743589745
mar	0.6270627062706271
eel	0.7673469387755102
ray	0.9166666666666666
amb	0.7209302325581395
aja	0.300163132137031
bha	0.4891891891891892
abe	0.6370106761565836
shi	0.2448700410396717
var	0.6617100371747212
nde	0.5408805031446541
ala	0.292894280762565
mad	0.6525096525096525
ool	0.6747967479674797
hab	0.6587301587301587
are	0.40540540540540543
nav	0.7333333333333333
pre	0.45251396648044695
tar	0.7488372093023256
